CLE_start,CLE_c1,CLE_c2,CLE_end,DAL_start,DAL_c1,DAL_c2,DAL_end,DEN_start,DEN_c1,DEN_c2,DEN_end,GSW_start,GSW_c1,GSW_c2,GSW_end,HOU_start,HOU_c1,HOU_c2,HOU_end,IND_start,IND_c1,IND_c2,IND_end,LAC_start,LAC_c1,LAC_c2,LAC_end
0.44,0.418,0.35200000000000004,0.33,0.88,0.838,0.7120000000000001,0.67,1.34,1.2819999999999998,1.1079999999999999,1.05,1.81,1.8,1.77,1.76,2.24,2.2119999999999997,2.128,2.1,2.64,2.616,2.544,2.52,3.09,3.0460000000000003,2.9139999999999997,2.87
0.333333333,0.342857143,0.37142857100000004,0.380952381,0.666666667,0.718095238,0.872380952,0.923809524,1.047619048,1.131428571,1.382857143,1.466666667,1.761904762,1.813495441,1.968267477,2.0198581559999997,2.095238095,2.173495441,2.408267477,2.4865248230000003,2.5238095240000002,2.566352584,2.693981763,2.7365248230000003,2.86996337,2.9208266810000003,3.0734166139999997,3.124279925
0.380952381,0.377489177,0.367099567,0.363636364,0.923809524,0.902097472,0.836961318,0.815249267,1.466666667,1.446728014,1.386912057,1.366973405,2.0198581559999997,1.989281206,1.897550355,1.866973405,2.4865248230000003,2.443802658,2.3156361640000003,2.272913999,2.7365248230000003,2.7347117489999997,2.729272527,2.7274594530000003,3.124279925,3.1483641060000003,3.2206166510000003,3.244700833
0.363636364,0.37366771200000004,0.403761755,0.413793103,0.815249267,0.813745913,0.809235851,0.807732497,1.366973405,1.357564248,1.3293367759999999,1.319927619,1.866973405,1.833927884,1.734791322,1.701745801,2.272913999,2.243528844,2.15537338,2.125988225,2.7274594530000003,2.684248541,2.554615804,2.511404892,3.244700833,3.201166645,3.07056408,3.027029892
0.413793103,0.41103448299999995,0.40275862100000004,0.4,0.807732497,0.82800418,0.888819227,0.9090909090000001,1.319927619,1.344802531,1.419427265,1.444302177,1.701745801,1.759117836,1.93123394,1.9886059740000002,2.125988225,2.212797489,2.473225282,2.560034546,2.511404892,2.604057652,2.882015932,2.974668692,3.027029892,3.116557652,3.385140932,3.474668692
0.4,0.42666666700000005,0.5066666670000001,0.533333333,0.9090909090000001,0.90961507,0.9111875509999999,0.911711712,1.444302177,1.442868829,1.4385687880000002,1.437135441,1.9886059740000002,2.014026153,2.09028669,2.1157068690000003,2.560034546,2.554502344,2.537905738,2.532373536,2.974668692,2.977118752,2.9844689310000003,2.98691899,3.474668692,3.4728933989999997,3.467567522,3.46579223
0.533333333,0.517575758,0.47030303,0.454545455,0.911711712,0.905126945,0.885372645,0.8787878790000001,1.437135441,1.4353250830000002,1.429894011,1.428083653,2.1157068690000003,2.076947658,1.960670025,1.921910814,2.532373536,2.5006035719999997,2.405293681,2.373523717,2.98691899,2.934007378,2.775272539,2.7223609260000003,3.46579223,3.407105969,3.2310471869999997,3.172360926
0.454545455,0.46363636399999997,0.490909091,0.5,0.8787878790000001,0.867736185,0.834581105,0.8235294120000001,1.428083653,1.3960616940000001,1.299995816,1.267973856,1.921910814,1.9058775209999999,1.857777641,1.8417443480000002,2.373523717,2.345250035,2.260428989,2.2321553069999998,2.7223609260000003,2.704319803,2.650196431,2.6321553069999997,3.172360926,3.169404548,3.160535414,3.1575790360000004
0.5,0.473684211,0.39473684200000003,0.36842105299999994,0.8235294120000001,0.8413684990000001,0.894885762,0.91272485,1.267973856,1.281299055,1.321274651,1.33459985,1.8417443480000002,1.7954878619999999,1.656718405,1.610461919,2.2321553069999998,2.175741158,2.00649871,1.950084561,2.6321553069999997,2.5832411580000003,2.43649871,2.387584561,3.1575790360000004,3.100354334,2.92868023,2.8714555280000003
0.36842105299999994,0.381693364,0.42151029700000003,0.434782609,0.91272485,0.906025291,0.885926613,0.8792270529999999,1.33459985,1.337969735,1.34807939,1.351449275,1.610461919,1.6381774630000001,1.7213240930000002,1.7490396369999999,1.950084561,2.0098755759999998,2.189248622,2.249039637,2.387584561,2.426542242,2.5434152880000003,2.58237297,2.8714555280000003,2.905795879,3.0088169330000003,3.043157284
